epoch,accuracy,loss,val_accuracy,val_loss
0,0.06712000072002411,4.106482028961182,0.1290999948978424,3.7121574878692627
1,0.16077999770641327,3.512636184692383,0.19760000705718994,3.3122479915618896
2,0.21785999834537506,3.1964428424835205,0.2410999983549118,3.0997180938720703
3,0.2612000107765198,2.969986915588379,0.26600000262260437,2.9537830352783203
4,0.29322001338005066,2.7999956607818604,0.29249998927116394,2.8503034114837646
5,0.3229599893093109,2.6627652645111084,0.30869999527931213,2.754039764404297
6,0.34536001086235046,2.5439772605895996,0.3230000138282776,2.714287281036377
7,0.36566001176834106,2.436960220336914,0.3407000005245209,2.6355345249176025
8,0.389739990234375,2.342094659805298,0.34299999475479126,2.59692645072937
9,0.4044399857521057,2.260274887084961,0.36239999532699585,2.4946231842041016
10,0.4234600067138672,2.1781046390533447,0.3682999908924103,2.4630165100097656
11,0.4383400082588196,2.1043925285339355,0.37459999322891235,2.463552713394165
12,0.4553000032901764,2.034548759460449,0.3727000057697296,2.5115528106689453
13,0.4687800109386444,1.971598744392395,0.37459999322891235,2.491604804992676
14,0.48076000809669495,1.911532998085022,0.3806000053882599,2.484381914138794
