epoch,accuracy,loss,val_accuracy,val_loss
0,0.10367999970912933,3.9177825450897217,0.010499999858438969,6.438877105712891
1,0.24320000410079956,3.0352368354797363,0.0502999983727932,5.052788734436035
2,0.37003999948501587,2.3817296028137207,0.29159998893737793,2.8515121936798096
3,0.45636001229286194,1.9870463609695435,0.3490999937057495,2.734783411026001
4,0.5278199911117554,1.6945019960403442,0.2337000072002411,3.7708637714385986
5,0.5830199718475342,1.4657254219055176,0.44369998574256897,2.1799328327178955
6,0.6272000074386597,1.2807444334030151,0.4117000102996826,2.5033693313598633
7,0.6710799932479858,1.111886739730835,0.4700999855995178,2.0768280029296875
8,0.7101600170135498,0.9591085314750671,0.5637999773025513,1.5881372690200806
9,0.755079984664917,0.8022232055664062,0.5302000045776367,1.8245879411697388
10,0.7922800183296204,0.6686198711395264,0.5613999962806702,1.745078682899475
11,0.8257799744606018,0.5557723641395569,0.5436000227928162,1.9321998357772827
