epoch,accuracy,loss,val_accuracy,val_loss
0,0.10871999710798264,3.8755593299865723,0.013399999588727951,5.495057582855225
1,0.25411999225616455,2.975060224533081,0.09640000015497208,4.3659749031066895
2,0.38172000646591187,2.330378770828247,0.2745000123977661,3.0757243633270264
3,0.4696600139141083,1.9387781620025635,0.3813000023365021,2.3925366401672363
4,0.5328400135040283,1.6617975234985352,0.39089998602867126,2.398925542831421
5,0.5884199738502502,1.4389342069625854,0.42820000648498535,2.3182339668273926
6,0.6378999948501587,1.254859447479248,0.4950999915599823,1.9663795232772827
7,0.6756200194358826,1.0873034000396729,0.5001999735832214,1.963600993156433
8,0.7204200029373169,0.9306527972221375,0.41290000081062317,2.681396961212158
9,0.7607200145721436,0.7814856767654419,0.49720001220703125,2.030972957611084
10,0.7993599772453308,0.6446775794029236,0.5078999996185303,2.0832009315490723
11,0.8280199766159058,0.540758490562439,0.5845000147819519,1.6740349531173706
12,0.8603799939155579,0.4366310238838196,0.5669999718666077,1.8099802732467651
13,0.8818399906158447,0.3713541030883789,0.5692999958992004,1.8167532682418823
14,0.9026399850845337,0.29760199785232544,0.605400025844574,1.7224699258804321
